6	34.256	3.405	34.692	0.89257
7	34.256	3.405	34.694	0.87736
8	34.256	3.405	34.696	0.86232
9	34.256	3.411	34.698	0.84711
10	34.257	3.408	34.699	0.8324
11	34.258	3.412	34.701	0.81826
12	34.257	3.414	34.702	0.80438
13	34.257	3.414	34.704	0.79071
14	34.256	3.417	34.705	0.77684
15	34.258	3.416	34.707	0.76315
16	34.258	3.412	34.708	0.74966
17	34.269	3.428	34.71	0.73634
18	34.262	3.443	34.711	0.7232
19	34.27	3.446	34.713	0.71029
20	34.272	3.448	34.714	0.69753
21	34.272	3.449	34.715	0.68497
22	34.284	3.458	34.717	0.67258
23	34.287	3.474	34.718	0.66038
24	34.283	3.471	34.719	0.64836
25	34.288	3.475	34.72	0.63652
26	34.295	3.484	34.722	0.62485
27	34.295	3.503	34.723	0.61332
28	34.317	3.509	34.724	0.60194
29	34.327	3.493	34.725	0.59073
30	34.368	3.386	34.726	0.57969
31	34.442	3.156	34.728	0.56883
32	34.567	2.934	34.729	0.55819
34	34.879	1.97	34.73	0.54783
35	34.82	1.861	34.731	0.53771
36	34.732	1.769	34.732	0.52782
37	34.71	1.697	34.733	0.51814
38	34.713	1.614	34.734	0.50861
39	34.738	1.459	34.735	0.49917
40	34.756	1.319	34.736	0.48975
41	34.758	1.31	34.737	0.48041
42	34.776	1.28	34.738	0.47113
43	34.771	1.212	34.739	0.4619
44	34.777	1.151	34.74	0.45275
45	34.769	1.006	34.741	0.4437
46	34.778	0.798	34.742	0.43474
47	34.772	0.693	34.743	0.42582
48	34.776	0.646	34.744	0.41699
49	34.789	0.596	34.745	0.40831
51	34.788	0.516	34.745	0.39981
52	34.809	0.464	34.746	0.39139
53	34.811	0.47	34.747	0.38305
54	34.802	0.476	34.748	0.3748
55	34.805	0.363	34.749	0.36658
56	34.831	0.338	34.75	0.35844
57	34.819	0.338	34.751	0.3504
58	34.811	0.159	34.751	0.34244
59	34.836	0.029	34.752	0.33457
60	34.844	-0.015	34.753	0.3268
61	34.829	-0.061	34.754	0.31914
62	34.833	-0.352	34.754	0.31158
63	34.847	-0.377	34.755	0.30415
64	34.85	-0.381	34.756	0.2968
65	34.849	-0.379	34.757	0.28951
66	34.875	-0.421	34.757	0.28229
67	34.85	-0.45	34.758	0.2752
68	34.879	-0.506	34.759	0.26824
69	34.848	-0.569	34.759	0.26138
70	34.85	-0.58	34.76	0.25462
71	34.852	-0.583	34.761	0.24795
72	34.847	-0.571	34.762	0.24135
73	34.867	-0.546	34.762	0.23484
75	34.856	-0.451	34.763	0.22841
77	34.859	-0.496	34.764	0.2221
79	34.878	-0.45	34.764	0.21589
80	34.871	-0.525	34.765	0.20978
81	34.87	-0.469	34.765	0.20374
82	34.868	-0.442	34.766	0.19777
83	34.878	-0.465	34.767	0.19188
84	34.882	-0.512	34.767	0.18606
85	34.852	-0.487	34.768	0.18031
86	34.876	-0.45	34.769	0.17465
87	34.866	-0.448	34.769	0.16907
88	34.872	-0.458	34.77	0.16355
89	34.878	-0.478	34.77	0.1581
90	34.905	-0.541	34.771	0.15276
91	34.868	-0.54	34.771	0.14753
92	34.865	-0.529	34.772	0.14238
93	34.872	-0.531	34.773	0.13728
94	34.87	-0.543	34.773	0.13228
95	34.871	-0.538	34.774	0.12737
96	34.875	-0.55	34.774	0.12246
97	34.877	-0.563	34.775	0.11762
98	34.877	-0.591	34.775	0.11288
99	34.875	-0.62	34.776	0.10815
100	34.873	-0.635	34.777	0.10344
101	34.863	-0.655	34.777	0.098743
102	34.865	-0.661	34.778	0.094089
103	34.87	-0.676	34.778	0.089482
104	34.868	-0.676	34.779	0.084928
105	34.867	-0.676	34.779	0.080482
106	34.867	-0.675	34.78	0.076214
107	34.867	-0.674	34.78	0.072112
108	34.867	-0.669	34.781	0.06803
109	34.867	-0.666	34.781	0.06396
110	34.868	-0.675	34.782	0.059905
111	34.868	-0.654	34.782	0.055876
112	34.87	-0.659	34.785	0.035184
113	34.878	-0.672	34.788	0.014493
114	34.864	-0.72	34.792	-0.006209
115	34.86	-0.697	34.795	-0.026945
116	34.847	-0.666	34.798	-0.047657
117	34.865	-0.667	34.801	-0.068373
118	34.874	-0.672	34.804	-0.089085
120	34.891	-0.721	34.807	-0.10979
121	34.873	-0.729	34.81	-0.13054
122	34.872	-0.735	34.813	-0.15134
123	34.873	-0.742	34.817	-0.17214
124	34.868	-0.748	34.82	-0.19308
125	34.868	-0.749	34.823	-0.21414
126	34.868	-0.757	34.826	-0.23523
127	34.868	-0.759	34.829	-0.25632
128	34.872	-0.765	34.832	-0.27745
129	34.869	-0.767	34.835	-0.29861
130	34.869	-0.77	34.838	-0.31985
131	34.87	-0.772	34.841	-0.34109
132	34.868	-0.776	34.844	-0.36235
133	34.868	-0.782	34.847	-0.38364
134	34.868	-0.786	34.85	-0.40502
135	34.869	-0.788	34.853	-0.42643
136	34.869	-0.79	34.856	-0.44778
137	34.868	-0.789	34.858	-0.46865
138	34.862	-0.782	34.86	-0.48841
139	34.866	-0.768	34.862	-0.50709
140	34.866	-0.758	34.862	-0.52099
141	34.861	-0.747	34.862	-0.53427
142	34.869	-0.741	34.863	-0.54708
143	34.871	-0.739	34.864	-0.55952
144	34.875	-0.748	34.865	-0.57153
145	34.877	-0.763	34.866	-0.58274
146	34.869	-0.771	34.866	-0.59325
147	34.877	-0.781	34.867	-0.60375
148	34.88	-0.794	34.867	-0.61411
149	34.872	-0.801	34.868	-0.62414
150	34.872	-0.805	34.869	-0.63386
151	34.874	-0.811	34.869	-0.64285
152	34.881	-0.822	34.87	-0.65081
153	34.868	-0.828	34.87	-0.65824
154	34.868	-0.824	34.871	-0.6655
155	34.87	-0.817	34.871	-0.67254
156	34.873	-0.821	34.872	-0.67915
157	34.874	-0.826	34.872	-0.68554
158	34.874	-0.829	34.873	-0.69196
160	34.872	-0.842	34.873	-0.69841
161	34.874	-0.846	34.873	-0.70428
163	34.872	-0.848	34.874	-0.71001
164	34.872	-0.852	34.874	-0.71574
165	34.87	-0.854	34.874	-0.72058
166	34.871	-0.854	34.875	-0.72477
167	34.87	-0.853	34.875	-0.72871
168	34.871	-0.852	34.875	-0.73239
169	34.87	-0.848	34.875	-0.73463
170	34.872	-0.849	34.876	-0.73675
171	34.873	-0.855	34.876	-0.73882
172	34.872	-0.859	34.876	-0.74091
173	34.867	-0.852	34.876	-0.74281
174	34.873	-0.845	34.876	-0.74457
175	34.87	-0.843	34.876	-0.74606
176	34.872	-0.841	34.877	-0.74725
177	34.873	-0.84	34.877	-0.74841
178	34.874	-0.84	34.877	-0.74956
179	34.874	-0.84	34.877	-0.75078
180	34.873	-0.838	34.877	-0.75211
181	34.868	-0.832	34.877	-0.75392
182	34.872	-0.828	34.878	-0.7555
183	34.871	-0.823	34.878	-0.75732
184	34.875	-0.822	34.878	-0.75876
185	34.875	-0.823	34.878	-0.76048
186	34.875	-0.821	34.878	-0.76234
187	34.876	-0.821	34.878	-0.76408
188	34.876	-0.82	34.878	-0.7656
189	34.874	-0.817	34.878	-0.76722
190	34.877	-0.813	34.878	-0.76902
191	34.877	-0.813	34.878	-0.77082
192	34.875	-0.812	34.878	-0.77257
193	34.874	-0.804	34.879	-0.7742
194	34.871	-0.793	34.878	-0.77552
195	34.875	-0.79	34.879	-0.77683
196	34.879	-0.79	34.879	-0.77817
197	34.874	-0.783	34.879	-0.7795
198	34.874	-0.777	34.879	-0.78074
199	34.882	-0.785	34.879	-0.782
200	34.875	-0.783	34.879	-0.7832
201	34.878	-0.774	34.879	-0.78433
202	34.889	-0.78	34.879	-0.7854
203	34.883	-0.787	34.879	-0.78639
204	34.884	-0.794	34.879	-0.78732
206	34.88	-0.795	34.88	-0.78815
207	34.88	-0.795	34.88	-0.789
208	34.883	-0.794	34.88	-0.78982
209	34.871	-0.782	34.88	-0.79071
210	34.859	-0.756	34.88	-0.79162
211	34.856	-0.732	34.88	-0.79258
212	34.881	-0.736	34.88	-0.79356
213	34.889	-0.742	34.881	-0.79457
214	34.89	-0.747	34.881	-0.79562
215	34.888	-0.75	34.881	-0.79665
216	34.888	-0.754	34.881	-0.79781
217	34.886	-0.754	34.881	-0.79896
218	34.889	-0.756	34.881	-0.80007
219	34.886	-0.757	34.881	-0.80097
220	34.884	-0.755	34.881	-0.80202
221	34.884	-0.752	34.882	-0.80327
222	34.884	-0.749	34.882	-0.80454
224	34.887	-0.747	34.882	-0.80584
225	34.891	-0.755	34.882	-0.80694
226	34.892	-0.765	34.882	-0.80802
227	34.891	-0.768	34.882	-0.80908
228	34.901	-0.782	34.882	-0.81013
229	34.894	-0.79	34.882	-0.81117
230	34.888	-0.792	34.882	-0.81224
231	34.887	-0.792	34.882	-0.81327
232	34.888	-0.797	34.883	-0.8143
233	34.886	-0.796	34.883	-0.8153
234	34.886	-0.795	34.883	-0.81633
235	34.886	-0.799	34.883	-0.81732
236	34.884	-0.798	34.883	-0.8183
237	34.883	-0.795	34.883	-0.81925
238	34.885	-0.794	34.883	-0.82019
239	34.886	-0.794	34.883	-0.8211
240	34.891	-0.799	34.883	-0.82201
241	34.894	-0.808	34.883	-0.82294
242	34.894	-0.817	34.883	-0.82386
243	34.887	-0.821	34.883	-0.82482
244	34.887	-0.822	34.884	-0.82585
245	34.883	-0.81	34.884	-0.82693
246	34.883	-0.806	34.884	-0.82805
247	34.883	-0.803	34.884	-0.8292
248	34.881	-0.799	34.884	-0.83035
249	34.881	-0.794	34.884	-0.83145
250	34.886	-0.794	34.884	-0.8325
251	34.892	-0.801	34.884	-0.8335
252	34.888	-0.803	34.884	-0.83447
253	34.887	-0.803	34.884	-0.83537
254	34.886	-0.802	34.884	-0.83623
255	34.887	-0.802	34.884	-0.83708
256	34.887	-0.801	34.884	-0.83792
257	34.887	-0.801	34.884	-0.8387
258	34.894	-0.813	34.884	-0.83946
259	34.89	-0.82	34.885	-0.84025
260	34.886	-0.813	34.885	-0.84109
261	34.892	-0.819	34.885	-0.84192
262	34.889	-0.821	34.885	-0.84273
263	34.887	-0.821	34.885	-0.84351
264	34.886	-0.817	34.885	-0.84423
265	34.886	-0.814	34.885	-0.84494
266	34.886	-0.813	34.885	-0.84564
267	34.888	-0.813	34.885	-0.84634
268	34.887	-0.813	34.885	-0.84704
269	34.883	-0.807	34.885	-0.84773
270	34.885	-0.801	34.885	-0.84845
271	34.888	-0.803	34.885	-0.84917
272	34.888	-0.802	34.885	-0.84993
273	34.886	-0.798	34.885	-0.85068
274	34.889	-0.799	34.886	-0.8514
275	34.891	-0.802	34.886	-0.8521
276	34.891	-0.805	34.886	-0.85284
277	34.89	-0.805	34.886	-0.85362
278	34.892	-0.808	34.886	-0.8544
279	34.894	-0.814	34.886	-0.8552
280	34.889	-0.814	34.886	-0.856
282	34.889	-0.815	34.886	-0.85681
283	34.889	-0.815	34.886	-0.85761
284	34.889	-0.814	34.886	-0.85842
285	34.889	-0.814	34.886	-0.85926
286	34.89	-0.815	34.886	-0.86012
287	34.889	-0.814	34.886	-0.861
288	34.889	-0.815	34.886	-0.86189
290	34.89	-0.816	34.886	-0.86276
291	34.89	-0.816	34.886	-0.86364
292	34.889	-0.816	34.886	-0.86452
293	34.888	-0.813	34.887	-0.8654
294	34.888	-0.812	34.887	-0.8663
295	34.889	-0.81	34.887	-0.86722
296	34.889	-0.809	34.887	-0.86814
297	34.887	-0.806	34.887	-0.86907
298	34.889	-0.806	34.887	-0.87005
299	34.887	-0.803	34.887	-0.87109
300	34.888	-0.8	34.887	-0.87215
301	34.887	-0.797	34.887	-0.87321
302	34.888	-0.793	34.887	-0.8743
303	34.89	-0.791	34.887	-0.87542
304	34.891	-0.791	34.887	-0.8765
305	34.891	-0.791	34.887	-0.87758
306	34.901	-0.805	34.887	-0.87871
307	34.905	-0.82	34.887	-0.8798
308	34.894	-0.822	34.887	-0.88084
309	34.891	-0.822	34.887	-0.88183
310	34.896	-0.83	34.887	-0.8828
311	34.898	-0.841	34.887	-0.88377
312	34.901	-0.855	34.887	-0.88475
313	34.899	-0.86	34.887	-0.88578
314	34.898	-0.867	34.887	-0.88695
315	34.893	-0.871	34.888	-0.88823
316	34.891	-0.873	34.888	-0.88949
317	34.891	-0.877	34.888	-0.89071
318	34.894	-0.882	34.888	-0.89191
319	34.893	-0.886	34.888	-0.8931
320	34.893	-0.891	34.888	-0.89427
